PersonID,EAR,BlinkCount,MAR,YawnCount,EyeClosedSeconds,HeadDirection,Emotion,Timestamp
p17,0.392,8,0.002,4,0,Down,NEUTRAL,10:49:43
p17,0.382,9,0.002,4,0,Down,NEUTRAL,10:49:45
p17,0.049,9,0.002,4,0.34,Down,TIRED,10:49:47
p17,0.065,9,0.002,4,2.34,Down,TIRED,10:49:49
p17,0.052,9,0.002,4,4.37,Down,TIRED,10:49:51
p17,0.393,10,0.005,4,0,Down,NEUTRAL,10:49:53
p17,0.394,12,0.487,6,0,Down,HAPPY,10:49:55
p17,0.372,12,0.28,6,0,Down,NEUTRAL,10:49:57
p17,0.354,13,0.844,6,0,Down,SURPRISED,10:49:59
p17,0.371,13,0.178,7,0,Down,NEUTRAL,10:50:01
p17,0.369,14,0.149,7,0,Down,NEUTRAL,10:50:03
p17,0.31,14,0.028,7,0,Down,NEUTRAL,10:50:05
p17,0.362,14,0.268,7,0,Down,NEUTRAL,10:50:07
p17,0.315,14,0.288,7,0,Down,NEUTRAL,10:50:09
p17,0.398,15,0.01,7,0,Down,NEUTRAL,10:50:11
p17,0.38,15,0.004,7,0,Down,NEUTRAL,10:50:13
p17,0.321,17,0.157,7,0,Down,NEUTRAL,10:50:15
p17,0.34,17,0.102,7,0,Down,NEUTRAL,10:50:17
p17,0.374,18,0.009,7,0,Down,NEUTRAL,10:50:19
p17,0.375,18,0.002,7,0,Down,NEUTRAL,10:50:21
p17,0.405,18,0.003,7,0,Down,NEUTRAL,10:50:23
p17,0.409,18,0.164,7,0,Down,NEUTRAL,10:50:25
p17,0.389,19,0.308,7,0,Down,NEUTRAL,10:50:27
p17,0.411,19,0.006,7,0,Down,NEUTRAL,10:50:29
p17,0.412,21,0.004,7,0,Down,NEUTRAL,10:50:31
p17,0.296,22,0.004,7,0,Down,NEUTRAL,10:50:33
p17,0.414,23,0.003,7,0,Down,NEUTRAL,10:50:35
p17,0.372,23,0.003,7,0,Down,NEUTRAL,10:50:37
p18,0.369,0,0.003,0,0,Down,NEUTRAL,10:51:49
p18,0.334,0,0.007,0,0,Down,NEUTRAL,10:51:51
p18,0.409,1,0.018,0,0,Down,NEUTRAL,10:51:53
p18,0.385,1,0.176,0,0,Down,NEUTRAL,10:51:55
p18,0.475,1,0.004,0,0,Down,NEUTRAL,10:51:57
p18,0.43,1,0.001,0,0,Down,NEUTRAL,10:51:59
p18,0.39,3,0.01,0,0,Down,NEUTRAL,10:52:01
p18,0.358,3,0.351,0,0,Down,NEUTRAL,10:52:03
p18,0.326,6,0.001,0,0,Down,NEUTRAL,10:52:05
p18,0.379,7,0.005,0,0,Down,NEUTRAL,10:52:07
p18,0.36,7,0.005,0,0,Down,NEUTRAL,10:52:09
p18,0.397,7,0.006,0,0,Down,NEUTRAL,10:52:11
p18,0.343,8,0.002,0,0,Down,NEUTRAL,10:52:13
p18,0.354,8,0.004,0,0,Down,NEUTRAL,10:52:15
p18,0.341,8,0.003,0,0,Down,NEUTRAL,10:52:17
p18,0.418,8,0.004,0,0,Down,NEUTRAL,10:52:19
p18,0.369,8,0.425,0,0,Down,HAPPY,10:52:21
p18,0.356,8,0.011,1,0,Down,NEUTRAL,10:52:23
p18,0.338,10,0.002,1,0,Down,NEUTRAL,10:52:25
p18,0.321,10,0.002,1,0,Down,NEUTRAL,10:52:27
p18,0.391,12,0.002,1,0,Down,NEUTRAL,10:52:29
p18,0.379,14,0.001,1,0,Down,NEUTRAL,10:52:31
p18,0.263,14,0.002,1,0,Down,NEUTRAL,10:52:33
p18,0.442,15,0.002,1,0,Down,NEUTRAL,10:52:35
p18,0.366,15,0.013,1,0,Down,NEUTRAL,10:52:37
p18,0.32,15,0.232,1,0,Down,NEUTRAL,10:52:39
p18,0.313,15,0.004,1,0,Down,NEUTRAL,10:52:42
p18,0.434,16,0.026,1,0,Right,NEUTRAL,10:52:44
p18,0.344,16,0.005,1,0,Down,NEUTRAL,10:52:46
p19,0.382,0,0.005,0,0,Down,NEUTRAL,10:53:56
p19,0.356,0,0.026,0,0,Down,NEUTRAL,10:53:58
p19,0.635,1,0.48,0,0,Left,HAPPY,10:54:00
p19,0.419,1,0.127,0,0,Down,NEUTRAL,10:54:02
p19,0.344,3,0.013,0,0,Down,NEUTRAL,10:54:04
p19,0.073,3,0.013,0,0.64,Down,TIRED,10:54:06
p19,0.24,4,0.043,0,0,Down,NEUTRAL,10:54:09
p19,0.408,7,0.011,0,0,Down,NEUTRAL,10:54:11
p19,0.367,8,0.046,2,0,Down,NEUTRAL,10:54:13
p19,0.369,9,0.006,2,0,Forward,NEUTRAL,10:54:15
p19,0.388,9,0.001,3,0,Down,NEUTRAL,10:54:17
p19,0.386,10,0.179,3,0,Down,NEUTRAL,10:54:19
p19,0.35,10,0.105,8,0,Down,NEUTRAL,10:54:21
p19,0.181,12,0.15,8,0.33,Up,ANGRY,10:54:23
p19,0.369,13,0.007,8,0,Down,NEUTRAL,10:54:25
p19,0.768,14,0.014,8,0,Left,NEUTRAL,10:54:28
p19,0.407,14,0.003,8,0,Down,NEUTRAL,10:54:30
p19,0.363,15,0.151,8,0,Down,NEUTRAL,10:54:32
p19,0.201,16,0.01,8,0,Down,ANGRY,10:54:34
p19,0.33,20,0.004,8,0,Down,NEUTRAL,10:54:36
p19,0.369,20,0.068,8,0,Down,NEUTRAL,10:54:38
p20,0.294,0,0.05,0,0,Down,NEUTRAL,10:55:27
p20,0.339,1,0.41,0,0,Down,HAPPY,10:55:29
p20,0.339,3,0.004,0,0,Down,NEUTRAL,10:55:31
p20,0.334,4,0.294,1,0,Down,NEUTRAL,10:55:33
p20,0.357,4,0.291,1,0,Down,NEUTRAL,10:55:35
p20,0.36,4,0.294,1,0,Down,NEUTRAL,10:55:37
p20,0.525,4,0.743,2,0,Right,SURPRISED,10:55:39
p20,0.356,7,0.296,3,0,Down,NEUTRAL,10:55:41
p20,0.118,10,0.293,3,0.0,Down,TIRED,10:55:43
p20,0.3,11,0.561,3,0,Down,NEUTRAL,10:55:45
p20,0.258,13,0.293,4,0,Down,NEUTRAL,10:55:47
p20,0.531,15,0.53,4,0,Down,HAPPY,10:55:49
p20,0.326,16,0.003,4,0,Down,NEUTRAL,10:55:51
p20,0.275,17,0.045,4,0,Down,NEUTRAL,10:55:53
p20,0.327,18,0.309,4,0,Down,NEUTRAL,10:55:55
p20,0.298,19,0.028,4,0,Down,NEUTRAL,10:55:59
p20,0.392,19,0.275,4,0,Down,NEUTRAL,10:56:01
p21,0.33,0,0.182,0,0,Down,NEUTRAL,10:57:00
p21,0.466,1,0.022,0,0,Left,NEUTRAL,10:57:02
p21,0.36,2,0.003,0,0,Down,NEUTRAL,10:57:04
p21,0.412,2,0.225,0,0,Down,NEUTRAL,10:57:06
p21,0.382,3,0.001,0,0,Down,NEUTRAL,10:57:08
p21,0.379,3,0.002,0,0,Down,NEUTRAL,10:57:11
p21,0.33,4,0.002,0,0,Down,BLINK_DETECTED,10:57:13
p21,0.358,4,0.029,0,0,Down,NEUTRAL,10:57:15
p21,0.377,4,0.001,0,0,Down,NEUTRAL,10:57:17
p21,0.338,4,0.001,0,0,Down,NEUTRAL,10:57:19
p21,0.348,4,0.001,0,0,Down,NEUTRAL,10:57:21
p21,0.63,6,0.018,0,0,Left,NEUTRAL,10:57:23
p21,0.363,6,0.005,0,0,Down,NEUTRAL,10:57:25
p21,0.363,6,0.263,0,0,Down,NEUTRAL,10:57:27
p21,0.32,6,0.726,1,0,Down,SURPRISED,10:57:29
p21,0.299,6,0.287,2,0,Down,NEUTRAL,10:57:31
p21,0.348,6,0.002,2,0,Down,NEUTRAL,10:57:33
p21,0.27,7,0.002,5,0,Down,NEUTRAL,10:57:35
p21,0.343,7,0.249,6,0,Down,NEUTRAL,10:57:37
p22,0.409,0,0.075,0,0,Up,NEUTRAL,10:58:06
p22,0.325,1,0.256,0,0,Up,NEUTRAL,10:58:08
p22,0.398,1,0.005,0,0,Down,NEUTRAL,10:58:10
p22,0.365,2,0.077,0,0,Down,NEUTRAL,10:58:12
p22,0.356,2,0.063,0,0,Down,NEUTRAL,10:58:14
p22,0.353,2,0.028,0,0,Down,NEUTRAL,10:58:16
p22,0.302,5,0.285,0,0,Down,NEUTRAL,10:58:18
p22,0.306,5,0.245,0,0,Down,NEUTRAL,10:58:20
p22,0.353,6,0.418,0,0,Down,HAPPY,10:58:22
p22,0.358,7,0.165,0,0,Down,NEUTRAL,10:58:25
p22,0.383,7,0.001,0,0,Down,NEUTRAL,10:58:27
p22,0.359,7,0.003,0,0,Down,NEUTRAL,10:58:29
p22,0.385,7,0.003,0,0,Down,NEUTRAL,10:58:31
p22,0.44,8,0.004,0,0,Left,NEUTRAL,10:58:33
p22,0.365,9,0.225,0,0,Down,NEUTRAL,10:58:35
p22,0.348,9,0.002,0,0,Down,NEUTRAL,10:58:37
p22,0.388,9,0.003,0,0,Down,NEUTRAL,10:58:39
p22,0.143,10,0.302,1,0.0,Right,TIRED,10:58:41
p22,0.312,11,0.004,1,0,Down,NEUTRAL,10:58:43
p22,0.312,11,0.289,1,0,Down,NEUTRAL,10:58:45
p22,0.345,11,0.271,1,0,Down,NEUTRAL,10:58:47
p22,0.322,14,0.234,1,0,Down,NEUTRAL,10:58:49
p22,0.298,19,0.206,1,0,Down,NEUTRAL,10:58:51
p22,0.304,22,0.358,1,0,Down,NEUTRAL,10:58:53
p22,0.17,25,0.29,1,0.0,Down,TIRED,10:58:55
p22,0.36,27,0.287,1,0,Down,NEUTRAL,10:58:57
p22,0.133,28,0.244,1,0.08,Down,TIRED,10:58:59
p22,0.316,32,0.179,1,0,Down,NEUTRAL,10:59:01
p22,0.312,34,0.207,1,0,Down,NEUTRAL,10:59:03
p22,0.298,38,0.261,1,0,Down,NEUTRAL,10:59:05
p22,0.324,38,0.122,1,0,Down,NEUTRAL,10:59:07
p23,0.331,0,0.001,0,0,Down,NEUTRAL,10:59:36
p23,0.346,0,0.209,0,0,Down,NEUTRAL,10:59:39
p23,0.325,0,0.009,0,0,Up,NEUTRAL,10:59:41
p23,0.28,1,0.01,0,0,Up,NEUTRAL,10:59:43
p23,0.386,2,0.003,0,0,Down,NEUTRAL,10:59:45
p23,0.343,2,0.002,0,0,Down,NEUTRAL,10:59:47
p23,0.348,2,0.255,0,0,Down,NEUTRAL,10:59:49
p23,0.288,4,0.219,0,0,Down,NEUTRAL,10:59:51
p23,0.328,4,0.002,0,0,Down,NEUTRAL,10:59:53
p23,0.337,4,0.18,0,0,Down,NEUTRAL,10:59:55
p23,0.366,5,0.002,1,0,Down,NEUTRAL,10:59:57
p23,0.336,5,0.001,1,0,Down,NEUTRAL,10:59:59
p23,0.337,5,0.0,1,0,Down,NEUTRAL,11:00:01
p23,0.328,5,0.003,1,0,Down,NEUTRAL,11:00:03
p23,0.377,6,0.002,1,0,Down,NEUTRAL,11:00:05
p23,0.376,6,0.001,1,0,Down,NEUTRAL,11:00:07
p23,0.343,7,0.002,1,0,Down,NEUTRAL,11:00:09
p23,0.415,7,0.003,1,0,Down,NEUTRAL,11:00:11
p23,0.37,9,0.002,1,0,Down,NEUTRAL,11:00:13
p23,0.303,9,0.003,1,0,Down,NEUTRAL,11:00:15
p23,0.327,9,0.001,2,0,Down,NEUTRAL,11:00:17
p23,0.321,9,0.07,2,0,Down,NEUTRAL,11:00:19
p23,0.33,9,0.002,2,0,Down,NEUTRAL,11:00:21
p23,0.371,9,0.463,3,0,Down,HAPPY,11:00:23
p23,0.332,9,0.004,3,0,Down,NEUTRAL,11:00:25
p23,0.345,9,0.003,3,0,Down,NEUTRAL,11:00:27
p23,0.344,10,0.208,3,0,Down,NEUTRAL,11:00:29
p23,0.256,12,0.011,3,0,Forward,NEUTRAL,11:00:31
p23,0.308,12,0.355,3,0,Up,NEUTRAL,11:00:34
p23,0.281,12,0.002,3,0,Up,NEUTRAL,11:00:36
p24,0.049,0,0.004,0,0.0,Down,TIRED,11:01:16
p24,0.434,1,0.0,0,0,Down,NEUTRAL,11:01:18
p24,0.362,1,0.1,0,0,Down,NEUTRAL,11:01:20
p24,0.323,1,0.236,0,0,Down,NEUTRAL,11:01:22
p24,0.335,2,0.244,0,0,Down,NEUTRAL,11:01:24
p24,0.312,4,0.21,0,0,Down,NEUTRAL,11:01:26
p24,0.336,6,0.001,0,0,Down,NEUTRAL,11:01:28
p24,0.317,7,0.248,0,0,Down,NEUTRAL,11:01:30
p24,0.326,9,0.234,0,0,Down,NEUTRAL,11:01:32
p24,0.357,9,0.195,0,0,Down,NEUTRAL,11:01:34
p24,0.411,9,0.286,0,0,Down,NEUTRAL,11:01:36
p24,0.415,11,0.434,0,0,Right,BLINK_DETECTED,11:01:38
p24,0.336,12,0.004,6,0,Down,NEUTRAL,11:01:40
p24,0.381,12,0.005,6,0,Down,NEUTRAL,11:01:42
p24,0.375,12,0.004,6,0,Down,NEUTRAL,11:01:44
p24,0.363,13,0.011,6,0,Down,NEUTRAL,11:01:47
p24,0.295,14,0.002,6,0,Down,NEUTRAL,11:01:49
p24,0.399,14,0.204,6,0,Down,NEUTRAL,11:01:51
p24,0.342,14,0.234,6,0,Down,NEUTRAL,11:01:53
p24,0.287,17,0.26,6,0,Down,NEUTRAL,11:01:55
p24,0.347,18,0.002,6,0,Down,NEUTRAL,11:01:57
p24,0.363,18,0.227,6,0,Down,NEUTRAL,11:01:59
p24,0.361,18,0.229,6,0,Down,NEUTRAL,11:02:01
p24,0.38,18,0.263,6,0,Down,NEUTRAL,11:02:03
p24,0.336,20,0.008,6,0,Down,NEUTRAL,11:02:05
p24,0.317,20,0.001,6,0,Down,NEUTRAL,11:02:07
p24,0.541,22,0.353,6,0,Right,NEUTRAL,11:02:09
p24,0.287,24,0.229,6,0,Down,NEUTRAL,11:02:11
p24,0.293,24,0.186,6,0,Down,NEUTRAL,11:02:13
p25,0.479,0,0.031,0,0,Up,NEUTRAL,11:02:56
p25,0.436,0,0.309,0,0,Down,NEUTRAL,11:02:58
p25,0.405,0,0.056,0,0,Down,NEUTRAL,11:03:00
p25,0.445,0,0.017,0,0,Up,NEUTRAL,11:03:02
p25,0.446,0,0.041,0,0,Down,NEUTRAL,11:03:04
p25,0.459,0,0.043,0,0,Down,NEUTRAL,11:03:06
p25,0.136,0,0.007,0,0.0,Down,TIRED,11:03:08
p25,0.509,2,0.015,0,0,Down,NEUTRAL,11:03:10
p25,0.435,3,0.067,0,0,Down,NEUTRAL,11:03:12
p25,0.469,3,0.008,0,0,Down,NEUTRAL,11:03:14
p25,0.571,3,0.007,0,0,Down,NEUTRAL,11:03:16
p25,0.181,5,0.003,0,0.11,Down,ANGRY,11:03:18
p25,0.542,6,0.0,0,0,Down,NEUTRAL,11:03:20
p25,0.462,6,0.168,0,0,Down,NEUTRAL,11:03:22
p25,0.433,6,0.249,0,0,Down,NEUTRAL,11:03:25
p25,0.483,7,0.08,0,0,Down,NEUTRAL,11:03:27
p25,0.343,7,0.001,0,0,Down,NEUTRAL,11:03:29
p25,0.231,7,0.004,0,0,Down,NEUTRAL,11:03:31
p25,0.411,9,0.079,0,0,Down,NEUTRAL,11:03:33
p25,0.454,9,0.005,0,0,Down,NEUTRAL,11:03:35
p25,0.45,9,0.01,0,0,Down,NEUTRAL,11:03:37
p25,0.478,9,0.006,0,0,Down,NEUTRAL,11:03:39
p25,0.409,9,0.343,1,0,Down,NEUTRAL,11:03:41
p25,0.343,9,0.288,1,0,Down,NEUTRAL,11:03:43
p25,0.38,9,0.256,1,0,Down,NEUTRAL,11:03:45
p26,0.368,0,0.278,0,0,Down,NEUTRAL,11:04:19
p26,0.357,0,0.276,0,0,Down,NEUTRAL,11:04:21
p26,0.183,1,0.002,0,0.08,Down,ANGRY,11:04:23
p26,0.38,2,0.061,0,0,Down,NEUTRAL,11:04:25
p26,0.396,3,0.045,0,0,Down,NEUTRAL,11:04:27
p26,0.388,3,0.233,0,0,Down,NEUTRAL,11:04:29
p26,0.409,4,0.006,0,0,Down,NEUTRAL,11:04:31
p26,0.402,5,0.01,0,0,Down,NEUTRAL,11:04:33
p26,0.417,6,0.053,0,0,Down,NEUTRAL,11:04:35
p26,0.112,6,0.035,0,0.06,Down,TIRED,11:04:37
p26,0.384,7,0.053,0,0,Down,NEUTRAL,11:04:39
p26,0.703,9,0.85,0,0,Right,SURPRISED,11:04:41
p26,0.367,11,0.291,2,0,Down,NEUTRAL,11:04:43
p26,0.384,12,0.008,2,0,Down,NEUTRAL,11:04:45
p26,0.368,13,0.016,2,0,Down,NEUTRAL,11:04:48
p26,0.393,13,0.052,2,0,Down,NEUTRAL,11:04:50
p26,0.411,14,0.026,2,0,Down,NEUTRAL,11:04:52
p26,0.408,15,0.007,2,0,Down,NEUTRAL,11:04:54
p26,0.391,16,0.035,2,0,Down,NEUTRAL,11:04:56
p26,0.483,18,0.016,2,0,Down,NEUTRAL,11:04:58
p26,0.229,20,0.249,2,0,Left,NEUTRAL,11:05:00
p26,0.365,23,0.352,2,0,Down,NEUTRAL,11:05:02
p26,0.366,24,0.01,2,0,Down,NEUTRAL,11:05:04
p26,0.405,24,0.017,2,0,Down,NEUTRAL,11:05:06
p26,0.477,25,0.161,2,0,Down,NEUTRAL,11:05:08
p26,0.216,25,0.129,2,0,Down,ANGRY,11:05:10
p26,0.34,25,0.016,2,0,Down,NEUTRAL,11:05:12
p26,0.255,0,0.382,0,0,Up,NEUTRAL,11:05:30
p26,0.247,1,0.45,1,0,Down,HAPPY,11:05:32
p26,0.356,3,0.34,1,0,Down,NEUTRAL,11:05:34
p26,0.309,4,0.327,1,0,Down,NEUTRAL,11:05:36
p26,0.364,5,0.005,1,0,Down,NEUTRAL,11:05:38
p26,0.399,7,0.011,1,0,Down,NEUTRAL,11:05:40
p26,0.376,9,0.195,1,0,Down,NEUTRAL,11:05:42
p26,0.168,10,0.266,1,0.0,Down,TIRED,11:05:44
p26,0.33,11,0.281,1,0,Down,NEUTRAL,11:05:46
p26,0.284,11,0.282,1,0,Down,NEUTRAL,11:05:48
p26,0.463,13,0.329,1,0,Down,NEUTRAL,11:05:50
p26,0.221,16,0.309,1,0,Down,BLINK_DETECTED,11:05:52
p26,0.381,17,0.009,1,0,Down,NEUTRAL,11:05:54
p26,0.368,19,0.412,1,0,Down,HAPPY,11:05:56
p26,0.339,21,0.003,1,0,Down,NEUTRAL,11:05:58
p26,0.363,23,0.302,1,0,Down,NEUTRAL,11:06:00
p26,0.275,24,0.189,1,0,Right,NEUTRAL,11:06:02
p26,0.215,26,0.314,1,0,Down,ANGRY,11:06:04
p26,0.325,28,0.223,1,0,Down,NEUTRAL,11:06:06
p26,0.38,31,0.003,1,0,Down,NEUTRAL,11:06:08
p26,0.351,32,0.005,1,0,Down,NEUTRAL,11:06:11
p26,0.25,34,0.362,1,0,Down,NEUTRAL,11:06:13
p26,0.362,35,0.383,1,0,Down,NEUTRAL,11:06:15
p27,0.349,0,0.025,0,0,Up,NEUTRAL,11:06:44
p27,0.555,2,0.013,0,0,Right,NEUTRAL,11:06:46
p27,0.35,5,0.003,0,0,Up,NEUTRAL,11:06:48
p27,0.386,6,0.15,0,0,Down,NEUTRAL,11:06:50
p27,0.273,7,0.001,0,0,Down,NEUTRAL,11:06:52
p27,0.335,8,0.008,0,0,Down,NEUTRAL,11:06:54
p27,0.315,8,0.001,0,0,Down,NEUTRAL,11:06:56
p27,0.325,8,0.002,0,0,Down,NEUTRAL,11:06:58
p27,0.27,8,0.005,0,0,Down,NEUTRAL,11:07:00
p27,0.518,10,0.222,0,0,Left,NEUTRAL,11:07:03
p27,0.314,12,0.206,0,0,Down,NEUTRAL,11:07:05
p27,0.325,13,0.22,0,0,Down,NEUTRAL,11:07:07
p27,0.328,13,0.002,0,0,Down,NEUTRAL,11:07:09
p27,0.308,13,0.043,0,0,Down,NEUTRAL,11:07:11
p27,0.153,13,0.227,0,0.07,Down,TIRED,11:07:13
p27,0.329,17,0.166,0,0,Down,NEUTRAL,11:07:15
p27,0.301,17,0.025,0,0,Down,NEUTRAL,11:07:17
p27,0.297,17,0.004,0,0,Down,NEUTRAL,11:07:19
p27,0.285,18,0.005,0,0,Down,NEUTRAL,11:07:21
p27,0.353,20,0.005,0,0,Down,NEUTRAL,11:07:23
p27,0.365,21,0.002,0,0,Up,NEUTRAL,11:07:25
p27,0.251,23,0.003,0,0,Up,BLINK_DETECTED,11:07:27
p27,0.337,25,0.465,0,0,Down,HAPPY,11:07:29
p27,0.104,27,0.001,0,0.18,Up,TIRED,11:07:31
p27,0.33,30,0.004,0,0,Down,NEUTRAL,11:07:33
p27,0.278,31,0.249,1,0,Down,NEUTRAL,11:07:35
p27,0.326,31,0.015,1,0,Down,NEUTRAL,11:07:41
p27,0.373,31,0.009,1,0,Down,NEUTRAL,11:07:43
p28,0.343,0,0.256,0,0,Down,NEUTRAL,11:08:16
p28,0.368,1,0.031,0,0,Down,NEUTRAL,11:08:18
p28,0.295,2,0.005,0,0,Down,NEUTRAL,11:08:21
p28,0.433,2,0.023,0,0,Left,NEUTRAL,11:08:23
p28,0.381,2,0.015,0,0,Up,NEUTRAL,11:08:25
p28,0.476,2,0.001,0,0,Down,NEUTRAL,11:08:27
p28,0.328,4,0.002,0,0,Down,NEUTRAL,11:08:29
p28,0.321,6,0.012,0,0,Down,NEUTRAL,11:08:31
p28,0.326,6,0.006,0,0,Down,NEUTRAL,11:08:33
p28,0.54,7,0.006,0,0,Left,NEUTRAL,11:08:35
p28,0.343,8,0.004,0,0,Up,NEUTRAL,11:08:37
p28,0.651,9,0.011,0,0,Left,NEUTRAL,11:08:39
p28,0.32,9,0.231,0,0,Down,NEUTRAL,11:08:41
p28,0.302,9,0.007,0,0,Down,NEUTRAL,11:08:43
p28,0.422,11,0.002,0,0,Up,NEUTRAL,11:08:45
p28,0.187,12,0.009,0,0.08,Right,ANGRY,11:08:47
p28,0.318,14,0.167,0,0,Down,NEUTRAL,11:08:49
p28,0.349,15,0.256,0,0,Down,NEUTRAL,11:08:51
p28,0.641,16,0.008,0,0,Left,NEUTRAL,11:08:53
p28,0.354,16,0.006,0,0,Down,NEUTRAL,11:08:55
p28,0.294,16,0.006,0,0,Up,NEUTRAL,11:08:57
p28,0.413,16,0.003,1,0,Down,NEUTRAL,11:08:59
p28,0.517,16,0.376,1,0,Left,NEUTRAL,11:09:01
p28,0.343,16,0.181,1,0,Down,NEUTRAL,11:09:03
p29,0.316,0,0.003,0,0,Down,NEUTRAL,11:09:16
p29,0.369,0,0.005,0,0,Down,NEUTRAL,11:09:18
p29,0.605,0,0.192,3,0,Right,NEUTRAL,11:09:20
p29,0.252,0,0.022,3,0,Up,NEUTRAL,11:09:22
p29,0.391,0,0.236,3,0,Up,NEUTRAL,11:09:24
p29,0.273,0,0.005,3,0,Up,NEUTRAL,11:09:26
p29,0.388,0,0.016,3,0,Right,NEUTRAL,11:09:28
p29,0.336,0,0.059,3,0,Down,NEUTRAL,11:09:30
p29,0.715,0,0.351,3,0,Left,NEUTRAL,11:09:32
p29,0.355,0,0.24,3,0,Up,NEUTRAL,11:09:34
p29,0.367,0,0.007,3,0,Up,NEUTRAL,11:09:36
p29,0.366,0,0.271,3,0,Up,NEUTRAL,11:09:38
p29,0.344,0,0.272,3,0,Up,NEUTRAL,11:09:40
p29,0.323,1,0.384,3,0,Up,NEUTRAL,11:09:42
p29,0.348,1,0.23,3,0,Up,NEUTRAL,11:09:44
p29,0.262,1,0.376,3,0,Down,NEUTRAL,11:09:46
p29,0.328,1,0.006,3,0,Down,NEUTRAL,11:09:48
p29,0.384,2,0.172,3,0,Down,NEUTRAL,11:09:50
p29,0.326,3,0.372,5,0,Down,NEUTRAL,11:09:52
p29,0.576,4,0.365,6,0,Left,NEUTRAL,11:09:56
p29,0.312,4,0.001,6,0,Down,NEUTRAL,11:09:58
p29,0.335,4,0.07,7,0,Left,NEUTRAL,11:10:00
p29,0.36,4,0.651,7,0,Left,NEUTRAL,11:10:02
p29,0.288,4,0.317,10,0,Down,NEUTRAL,11:10:04
p29,0.586,5,0.546,10,0,Left,HAPPY,11:10:06
p29,0.193,8,0.002,10,0.0,Down,ANGRY,11:10:08
p29,0.357,9,0.003,10,0,Down,NEUTRAL,11:10:10
p30,0.343,0,0.006,0,0,Down,NEUTRAL,11:10:58
p30,0.214,0,0.002,0,0,Down,ANGRY,11:11:00
p30,0.321,1,0.002,0,0,Down,NEUTRAL,11:11:02
p30,0.335,8,0.002,0,0,Down,NEUTRAL,11:11:04
p30,0.226,10,0.001,0,0,Down,NEUTRAL,11:11:06
p30,0.36,13,0.003,0,0,Down,NEUTRAL,11:11:08
p30,0.362,13,0.001,0,0,Down,NEUTRAL,11:11:10
p30,0.381,13,0.003,0,0,Down,NEUTRAL,11:11:12
p30,0.26,14,0.201,0,0,Down,NEUTRAL,11:11:14
p30,0.482,15,0.329,1,0,Left,NEUTRAL,11:11:16
p30,0.448,17,0.016,1,0,Down,NEUTRAL,11:11:18
p30,0.374,17,0.002,1,0,Down,NEUTRAL,11:11:20
p30,0.34,17,0.001,1,0,Down,NEUTRAL,11:11:22
p30,0.358,17,0.002,1,0,Down,NEUTRAL,11:11:24
p30,0.354,17,0.004,1,0,Down,NEUTRAL,11:11:26
p30,0.407,17,0.003,1,0,Down,NEUTRAL,11:11:28
p30,0.386,17,0.003,1,0,Down,NEUTRAL,11:11:30
p30,0.327,17,0.005,1,0,Down,NEUTRAL,11:11:32
p30,0.432,18,0.419,1,0,Left,HAPPY,11:11:34
p30,0.114,19,0.003,1,0.68,Down,TIRED,11:11:36
p30,0.554,20,0.042,1,0,Right,NEUTRAL,11:11:38
p30,0.497,21,0.003,1,0,Down,NEUTRAL,11:11:40
p30,0.448,21,0.006,1,0,Down,NEUTRAL,11:11:42
p30,0.392,21,0.001,1,0,Down,NEUTRAL,11:11:44
p30,0.217,22,0.175,1,0,Down,BLINK_DETECTED,11:11:46
p30,0.323,22,0.195,1,0,Down,NEUTRAL,11:11:48
p30,0.457,23,0.679,2,0,Down,NEUTRAL,11:11:50
p30,0.287,23,0.302,3,0,Down,NEUTRAL,11:11:52
p30,0.332,23,0.06,3,0,Down,NEUTRAL,11:11:54
p30,0.367,25,0.005,3,0,Down,NEUTRAL,11:11:56
p30,0.173,32,0.001,3,0.0,Down,TIRED,11:11:58
p30,0.238,33,0.004,3,0,Down,NEUTRAL,11:12:00
p30,0.22,33,0.008,3,0,Down,NEUTRAL,11:12:02
p31,0.304,0,0.004,0,0,Down,NEUTRAL,11:12:59
p31,0.299,0,0.002,0,0,Down,NEUTRAL,11:13:01
p31,0.317,0,0.002,0,0,Down,NEUTRAL,11:13:03
p31,0.295,0,0.009,0,0,Down,NEUTRAL,11:13:05
p31,0.336,0,0.005,0,0,Down,NEUTRAL,11:13:07
p31,0.239,0,0.282,0,0,Down,NEUTRAL,11:13:09
p31,0.237,3,0.399,0,0,Down,NEUTRAL,11:13:11
p31,0.481,7,0.412,2,0,Right,HAPPY,11:13:13
p31,0.264,8,0.005,2,0,Down,NEUTRAL,11:13:15
p31,0.313,9,0.167,2,0,Down,NEUTRAL,11:13:17
p31,0.302,11,0.097,2,0,Down,NEUTRAL,11:13:19
p31,0.246,14,0.039,2,0,Down,NEUTRAL,11:13:21
p31,0.254,16,0.04,2,0,Down,NEUTRAL,11:13:23
p31,0.332,17,0.004,2,0,Down,NEUTRAL,11:13:25
p31,0.32,18,0.004,4,0,Down,NEUTRAL,11:13:27
p31,0.327,23,0.001,4,0,Down,NEUTRAL,11:13:29
p31,0.311,30,0.004,4,0,Down,NEUTRAL,11:13:31
p31,0.176,31,0.002,4,0.13,Down,TIRED,11:13:33
p31,0.335,34,0.002,4,0,Down,NEUTRAL,11:13:35
p31,0.344,36,0.0,4,0,Down,NEUTRAL,11:13:37
